# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/mutant-01.bam" "bam/mutant-02.bam" "bam/mutant-03.bam" "bam/mutant-04.bam" "bam/mutant-05.bam" "bam/mutant-06.bam" "bam/wildtype-01.bam" "bam/wildtype-02.bam" "bam/wildtype-03.bam" "bam/wildtype-04.bam" "bam/wildtype-05.bam" "bam/wildtype-06.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/mutant-01.bam	bam/mutant-02.bam	bam/mutant-03.bam	bam/mutant-04.bam	bam/mutant-05.bam	bam/mutant-06.bam	bam/wildtype-01.bam	bam/wildtype-02.bam	bam/wildtype-03.bam	bam/wildtype-04.bam	bam/wildtype-05.bam	bam/wildtype-06.bam
YKR077W	XI	583653	584744	+	1092	69	68	50	102	60	210	16	33	28	26	25	54
YKR079C	XI	586789	589305	-	2517	51	36	54	54	40	56	26	76	39	67	79	160
YKR080W	XI	590395	591357	+	963	68	90	99	94	77	30	404	163	212	678	231	376
YKR081C	XI	591506	592540	-	1035	111	79	104	147	71	81	67	154	92	115	192	338
YKR082W	XI	592825	596298	+	3474	84	74	101	110	57	96	33	86	45	90	99	202
YKR083C	XI	596421	596822	-	402	43	43	27	68	30	180	23	27	23	37	37	44
YKR084C	XI	597055	598890	-	1836	190	192	190	202	142	114	103	138	96	170	119	263
YKR085C	XI	599094	599681	-	588	78	75	60	95	69	83	52	73	78	86	101	132
YKR086W	XI	599857	603072	+	3216	88	59	59	81	53	119	39	76	60	71	66	161
YKR087C	XI	603195	604232	-	1038	93	76	92	99	56	139	31	71	58	53	61	98
YKR088C	XI	604405	605418	-	1014	164	165	142	204	99	138	62	119	86	139	106	167
YKR089C	XI	605633	608365	-	2733	440	420	326	555	238	661	172	247	194	319	227	537
YKR090W	XI	608946	611066	+	2121	155	135	140	176	92	231	64	100	88	136	98	184
YKR091W	XI	611525	612265	+	741	191	135	99	179	92	412	134	216	201	319	193	291
YKR092C	XI	612665	613885	-	1221	70	67	81	73	60	60	45	108	46	98	108	229
YKR093W	XI	615730	617535	+	1806	100	68	76	88	40	79	51	79	65	100	78	159
YKR094C	XI;XI	617996;618743	618374;618750	-;-	387	1478	1181	1093	1541	1012	272	814	1334	1024	1613	1397	2213
YKR095W	XI	619805	625432	+	5628	333	294	362	470	249	589	138	216	211	268	225	613
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	64	44	35	66	45	34	15	29	28	35	28	40
YKR096W	XI	626793	630380	+	3588	228	175	161	217	108	601	71	130	93	136	98	177
YKR097W	XI	631152	632801	+	1650	54	39	33	42	26	30	7	15	13	13	8	28
YKR098C	XI	633026	635179	-	2154	206	149	161	202	97	318	50	77	81	125	76	148
YKR099W	XI	635851	638286	+	2436	81	51	58	87	33	132	18	54	17	35	44	92
YKR100C	XI	638901	639968	-	1068	206	168	158	206	132	169	57	117	107	113	86	192
YKR101W	XI	640540	642504	+	1965	42	51	37	56	23	52	13	24	25	26	15	37
YKR102W	XI	646356	649865	+	3510	38	28	15	31	21	69	14	11	16	12	11	36
YKR103W	XI	653080	656736	+	3657	14	18	32	16	8	22	7	14	8	21	16	39
YKR104W	XI	656836	657756	+	921	19	7	14	12	9	11	1	6	10	5	9	21
YKR105C	XI	658716	660464	-	1749	7	4	8	12	8	23	1	8	4	7	4	11
YKR106W	XI	661442	663289	+	1848	21	11	12	18	12	28	6	5	3	9	2	4
YLL065W	XII	11726	12076	+	351	0	0	0	0	0	0	0	0	0	0	0	0
YLL064C	XII	13083	13445	-	363	8	11	2	8	5	15	5	3	7	8	8	14
YLL063C	XII	14648	16072	-	1425	45	30	32	35	32	54	16	29	12	34	25	43
YLL062C	XII	16639	17613	-	975	26	34	41	43	22	57	18	12	15	18	10	25
YLL061W	XII	17956	19707	+	1752	273	175	190	271	135	121	60	54	58	86	54	88
YLL060C	XII	21138	21839	-	702	167	114	120	134	90	113	44	33	25	56	31	67
YLL057C	XII	25756	26994	-	1239	49	36	29	51	24	56	12	12	23	32	20	44
YLL055W	XII	30109	31704	+	1596	89	64	71	97	70	68	32	49	34	64	43	83
YLL052C	XII	35912	36361	-	450	11	5	5	2	1	2	17	32	23	34	32	42
YLL051C	XII	37333	39471	-	2139	150	129	117	170	93	229	81	106	74	149	115	236
YLL050C	XII;XII	39804;40401	40221;40414	-;-	432	1149	911	862	1120	713	193	326	565	476	851	564	878
YLL049W	XII	40666	41205	+	540	50	39	33	42	32	10	20	33	48	40	36	62
YLL048C	XII	41280	46265	-	4986	320	280	297	387	216	196	189	269	207	296	280	569
YLL046C	XII	46714	47463	-	750	1	1	3	1	0	1	0	0	0	0	0	2
YLL045C	XII	47859	48629	-	771	3034	2611	2921	2992	2292	1216	1959	3006	2052	3517	3287	5251
YLL043W	XII	49938	51947	+	2010	586	465	526	653	336	1523	234	274	236	366	297	617
YLL042C	XII	52087	52590	-	504	4	7	1	4	2	2	3	8	4	5	8	7
YLL041C	XII	53131	53931	-	801	273	175	172	215	129	173	130	145	147	232	119	193
YLL040C	XII	54211	63645	-	9435	300	285	311	358	216	144	190	166	161	279	170	354
YLL039C	XII	64062	65207	-	1146	34	32	15	29	24	0	19	17	17	25	10	21
YLL038C	XII	65775	66518	-	744	26	26	31	22	22	39	23	17	7	33	41	68
YLL036C	XII	66745	68256	-	1512	139	108	117	147	109	192	74	103	86	141	140	254
YLL035W	XII	68580	70478	+	1899	21	19	19	32	18	44	14	27	17	25	34	71
YLL034C	XII	70633	73146	-	2514	57	49	46	49	22	50	40	97	47	55	106	204
YLL033W	XII	73409	74101	+	693	18	8	9	13	8	9	6	13	6	15	7	22
YLL031C	XII	77152	80205	-	3054	158	117	122	171	91	216	71	122	93	120	88	214
YLL030C	XII	80356	80697	-	342	0	0	0	0	0	0	1	0	0	0	0	0
YLL029W	XII	81461	83710	+	2250	424	351	343	436	285	523	170	244	222	317	232	484
YLL028W	XII	84804	86564	+	1761	91	57	63	77	46	76	51	91	52	82	110	182
YLL027W	XII	87403	88155	+	753	283	177	190	275	174	501	107	146	135	196	115	243
YLL026W	XII	88623	91349	+	2727	746	1061	1370	1026	882	308	1255	1075	939	2407	845	2047
YLL025W	XII	94747	95121	+	375	17	14	9	18	13	12	4	12	6	6	5	5
YLL024C	XII	95566	97485	-	1920	1198	1339	1436	1390	1037	431	1093	1371	1119	1907	1281	2222
YLL023C	XII	97997	98836	-	840	364	313	341	376	250	224	111	151	192	233	152	260
YLL022C	XII	99044	100201	-	1158	164	125	124	168	98	240	56	71	53	85	90	162
YLL021W	XII	100947	105347	+	4401	263	243	285	330	202	434	99	165	114	183	182	398
YLL019C	XII	105686	107899	-	2214	260	173	149	247	144	357	100	144	123	154	88	186
YLL018C-A	XII	108676	108972	-	297	73	62	58	66	51	278	50	48	38	65	42	72
YLL018C	XII	109902	111575	-	1674	819	816	878	881	524	746	532	650	506	839	661	1417
YLL015W	XII	116432	121111	+	4680	324	260	249	369	214	159	139	188	200	274	197	443
YLL014W	XII	121322	121648	+	327	97	80	89	116	86	19	50	78	72	130	77	147
YLL013C	XII	122075	124714	-	2640	50	59	47	65	24	51	47	28	37	55	39	97
YLL012W	XII	125534	127255	+	1722	69	76	67	69	56	157	68	85	61	82	99	153
YLL011W	XII	127523	128992	+	1470	32	19	31	26	24	42	18	75	27	39	92	139
YLL010C	XII	129330	130613	-	1284	129	101	129	156	78	483	66	98	84	108	113	212
YLL009C	XII	131205	131414	-	210	69	64	60	85	53	134	44	69	65	117	57	96
YLL008W	XII	131729	133987	+	2259	87	87	81	119	33	102	62	182	82	116	211	435
YLL007C	XII	134302	136299	-	1998	40	39	37	41	29	38	24	36	24	25	28	70
YLL006W	XII	136586	137866	+	1281	40	47	48	53	38	47	26	35	34	47	25	58
YLL005C	XII	137940	140546	-	2607	47	30	42	60	30	49	16	44	39	42	39	60
YLL004W	XII	141073	142923	+	1851	18	22	25	23	13	17	10	25	18	18	29	38
YLL003W	XII	143201	146041	+	2841	84	58	76	109	46	91	25	70	52	54	49	99
YLL002W	XII	146291	147601	+	1311	62	49	38	52	30	46	8	32	27	33	37	40
YLL001W	XII	147890	150163	+	2274	196	140	143	223	114	177	70	113	78	128	89	176
YLR002C	XII	154343	156334	-	1992	70	37	72	81	33	47	29	112	57	76	109	224
YLR003C	XII	156855	157730	-	876	30	11	20	26	7	18	8	58	26	39	49	101
YLR004C	XII	157934	159505	-	1572	26	36	27	26	19	60	10	20	14	29	20	36
YLR005W	XII	160049	161434	+	1386	138	121	123	163	101	161	66	84	61	87	76	177
YLR006C	XII	161755	163893	-	2139	255	193	168	255	142	780	93	145	101	177	126	288
YLR007W	XII	164392	165402	+	1011	98	73	72	100	78	88	39	65	49	72	82	117
YLR008C	XII	165577	166083	-	507	58	34	34	53	32	27	27	70	52	59	61	124
YLR009W	XII	166537	167136	+	600	107	87	79	117	44	288	55	161	115	116	191	368
YLR010C	XII	167320	167802	-	483	21	13	14	16	16	1	5	12	8	18	15	12
YLR011W	XII	169103	169678	+	576	72	70	40	69	41	51	24	33	32	47	36	56
YLR013W	XII	171339	171764	+	426	1	0	0	0	0	0	0	0	0	0	0	0
YLR014C	XII	172268	174982	-	2715	16	9	8	18	8	14	8	22	18	19	16	34
YLR015W	XII	175227	176744	+	1518	37	47	47	64	36	68	22	44	35	37	41	104
YLR016C	XII	176802	177416	-	615	86	71	61	94	71	81	37	56	30	86	61	104
YLR017W	XII	177608	178621	+	1014	102	96	71	122	82	59	69	106	70	113	109	164
YLR018C	XII	178707	179606	-	900	93	97	73	96	67	168	58	68	46	70	69	120
YLR019W	XII	180288	181481	+	1194	305	250	232	309	173	765	141	184	150	226	178	318
YLR020C	XII	181789	183405	-	1617	149	91	125	165	77	291	52	101	87	94	115	202
YLR021W	XII	183623	184162	+	540	83	62	52	86	56	40	28	49	46	53	47	70
YLR022C	XII	184174	184926	-	753	80	48	44	68	28	81	18	38	42	61	65	92
YLR023C	XII	185498	187129	-	1632	180	150	132	185	115	113	71	128	79	117	92	190
YLR024C	XII	187663	193281	-	5619	60	51	68	88	46	62	47	61	55	70	53	123
YLR025W	XII	194452	195174	+	723	334	293	307	419	239	797	196	175	185	257	195	364
YLR026C	XII	195450	196472	-	1023	137	107	88	122	98	173	61	81	83	105	78	164
YLR027C	XII	196829	198085	-	1257	955	877	800	966	660	701	434	456	346	722	440	782
YLR028C	XII	199540	201315	-	1776	761	726	751	824	606	795	437	554	475	665	531	957
YLR029C	XII	201976	202590	-	615	2634	2650	2738	3175	1956	653	1676	2316	1723	2864	2400	4561
YLR032W	XII	204991	208500	+	3510	89	68	87	68	56	146	34	70	43	66	51	106
YLR033W	XII	208761	210269	+	1509	150	103	118	159	90	159	41	111	88	101	102	214
YLR034C	XII	210512	211933	-	1422	135	123	119	177	99	159	73	120	94	118	130	211
YLR035C	XII	212369	214456	-	2088	65	47	48	38	41	114	16	38	27	36	39	64
YLR037C	XII	222685	223059	-	375	43	32	22	45	23	27	14	11	9	16	7	16
YLR038C	XII	224921	225172	-	252	105	84	84	130	64	37	28	55	50	74	41	74
YLR039C	XII	225426	228596	-	3171	113	67	81	108	68	137	29	83	55	87	77	137
YLR040C	XII	228908	229582	-	675	32	24	27	47	26	141	18	29	26	39	27	56
YLR043C	XII	231702	232013	-	312	560	459	464	592	428	368	196	328	283	478	317	499
YLR044C	XII	232390	234081	-	1692	17335	18031	19453	19010	12639	8696	14895	13683	11411	21764	14621	28538
YLR045C	XII	235037	237703	-	2667	160	141	161	180	113	252	77	99	84	126	94	214
YLR046C	XII	238001	238813	-	813	59	51	56	65	37	67	16	26	40	42	34	66
YLR047C	XII	239347	241407	-	2061	41	33	28	40	22	49	18	36	24	41	21	59
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	1616	1427	1513	1547	1102	1200	1027	1654	1113	1942	1726	2823
YLR051C	XII	246324	246977	-	654	53	46	59	86	41	85	15	66	43	51	87	124
YLR052W	XII	247201	247953	+	753	99	90	76	102	66	257	38	99	78	84	79	170
YLR054C	XII;XII	248717;250948	250860;250978	-;-	2175	40	32	20	30	20	32	10	5	5	24	5	6
YLR055C	XII	251272	253080	-	1809	248	191	199	274	171	287	98	113	77	166	120	224
YLR056W	XII	253861	254958	+	1098	529	530	454	526	432	263	485	797	440	774	748	1289
YLR057W	XII	255306	257855	+	2550	90	84	68	103	57	176	36	51	39	44	60	117
YLR058C	XII	257992	259401	-	1410	241	204	307	258	269	179	1017	471	438	1497	513	995
YLR059C	XII	259738	260547	-	810	154	125	127	140	115	230	78	118	84	156	120	182
YLR060W	XII	260979	262766	+	1788	548	584	596	634	401	487	377	615	418	637	571	1067
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	5	8	6	8	9	2	5	14	16	16	8	20
YLR062C	XII	263577	263954	-	378	14	3	5	6	0	0	0	11	9	10	17	25
YLR063W	XII	264157	265254	+	1098	10	8	4	6	6	7	2	17	5	7	18	24
YLR064W	XII	265456	266277	+	822	109	88	78	105	71	104	38	78	59	89	54	146
YLR065C	XII	266373	266918	-	546	214	188	139	226	138	165	86	129	106	199	161	269
YLR066W	XII	267169	267723	+	555	203	164	147	221	149	48	59	123	98	184	118	165
YLR067C	XII	267813	270710	-	2898	57	57	39	65	29	63	26	61	26	57	66	104
YLR068W	XII	271008	271463	+	456	18	12	13	16	10	50	13	37	18	22	23	65
YLR069C	XII	271630	273915	-	2286	185	182	161	214	120	321	131	123	121	165	131	265
YLR070C	XII	274141	275211	-	1071	73	56	51	73	53	115	30	26	27	40	27	52
YLR071C	XII	275378	278626	-	3249	179	111	120	171	77	559	62	128	85	137	117	245
YLR072W	XII	278862	280943	+	2082	224	211	169	237	144	222	100	108	94	155	116	237
YLR073C	XII	281019	281621	-	603	3	3	2	6	6	18	4	11	7	9	8	16
YLR074C	XII	281956	282456	-	501	140	109	89	136	100	311	88	174	114	164	197	295
YLR075W	XII	282927	283592	+	666	5568	5303	5371	5909	4005	945	3113	4565	3325	5657	5023	8424
YLR077W	XII	283872	285623	+	1752	154	168	144	163	109	144	73	93	67	117	101	179
YLR078C	XII;XII	285736;286557	286467;286559	-;-	735	147	104	106	168	107	38	34	76	60	99	71	103
YLR079W	XII	286820	287674	+	855	300	242	228	299	192	390	80	163	136	148	149	262
YLR080W	XII	287916	289250	+	1335	69	66	66	80	61	99	26	26	22	51	25	38
YLR081W	XII	290212	291936	+	1725	30	19	21	27	19	32	17	19	20	29	15	35
YLR082C	XII	292394	293572	-	1179	60	42	42	72	38	49	10	28	22	39	33	66
YLR083C	XII	294091	296094	-	2004	219	165	210	279	114	111	140	247	187	227	244	545
YLR084C	XII	296589	300251	-	3663	113	77	75	113	61	151	46	76	60	84	73	120
YLR085C	XII	300673	301989	-	1317	134	89	95	137	91	118	65	80	75	87	77	110
YLR086W	XII	302243	306499	+	4257	114	99	105	160	74	141	53	82	74	81	89	178
YLR087C	XII	306855	315731	-	8877	114	80	94	114	67	138	38	64	50	68	66	141
YLR088W	XII	316107	317951	+	1845	155	92	120	155	78	169	45	88	69	116	76	137
YLR089C	XII	318237	320015	-	1779	344	249	238	336	211	573	273	320	334	527	319	577
YLR090W	XII	320701	322080	+	1380	139	100	110	135	61	105	67	90	73	97	96	214
YLR091W	XII	322297	323178	+	882	93	56	65	83	53	83	22	33	26	29	34	76
YLR092W	XII	323544	326225	+	2682	143	122	140	147	102	190	38	63	50	93	54	138
YLR093C	XII;XII	326513;327400	327258;327415	-;-	762	338	247	243	364	201	320	116	145	134	219	152	275
YLR094C	XII	327730	329238	-	1509	121	78	83	99	73	318	57	83	65	70	76	135
YLR095C	XII	329677	332115	-	2439	205	185	185	217	147	531	83	105	92	117	102	219
YLR096W	XII	332590	336033	+	3444	154	130	128	194	84	592	100	177	108	151	163	340
YLR097C	XII	336231	337265	-	1035	94	63	67	74	46	46	31	37	42	66	34	73
YLR098C	XII	337527	339473	-	1947	69	55	53	73	36	66	22	35	33	39	33	67
YLR099C	XII	339744	340928	-	1185	126	93	97	130	85	232	77	147	90	114	130	253
YLR099W-A	XII	341325	341588	+	264	162	158	173	174	204	52	72	76	50	107	83	92
YLR100W	XII	341810	342853	+	1044	328	309	276	404	268	327	177	218	213	300	234	406
YLR102C	XII	342970	343767	-	798	53	67	56	69	40	53	24	37	26	41	24	51
YLR103C	XII	343989	345941	-	1953	72	32	53	69	32	73	19	33	26	27	32	51
YLR104W	XII	346585	346980	+	396	85	76	52	112	62	234	24	46	49	60	49	86
YLR105C	XII	347047	348180	-	1134	129	98	112	126	83	158	40	62	58	80	79	119
YLR106C	XII	349006	363738	-	14733	524	465	540	616	309	759	292	504	305	467	634	1347
YLR107W	XII	364116	365330	+	1215	73	49	62	81	70	48	29	64	40	72	68	121
YLR109W	XII	368781	369311	+	531	6594	6611	6140	7224	5366	3035	3033	2741	2935	4743	2917	4661
YLR110C	XII	369697	370098	-	402	14152	13786	12679	15976	10833	8514	8375	9215	8575	14122	10429	19202
YLR113W	XII	371620	372927	+	1308	662	559	511	613	464	505	378	464	422	680	495	804
YLR114C	XII	374944	377238	-	2295	210	178	182	230	137	453	88	144	100	123	153	320
YLR115W	XII	377985	380564	+	2580	109	63	86	101	63	151	39	80	48	84	64	132
YLR116W	XII	380822	382252	+	1431	113	105	112	104	70	214	55	84	58	77	82	176
YLR117C	XII	382471	384534	-	2064	135	93	96	140	73	131	39	70	62	73	72	159
YLR118C	XII	384725	385408	-	684	118	110	89	117	85	74	49	75	67	87	72	116
YLR119W	XII	385534	386175	+	642	51	33	33	45	32	40	12	25	30	27	23	43
YLR120C	XII	386511	388220	-	1710	442	405	393	461	320	769	339	467	397	747	349	817
YLR121C	XII	388744	390270	-	1527	283	298	265	304	218	293	216	221	166	369	191	362
YLR127C	XII	395758	398319	-	2562	94	63	78	90	54	78	27	53	42	94	55	96
YLR128W	XII;XII	398530;398627	398532;399433	+;+	810	53	50	32	50	28	48	26	23	18	41	30	37
YLR129W	XII	399657	402488	+	2832	70	62	55	78	42	99	45	164	55	84	134	314
YLR130C	XII	402794	404062	-	1269	241	178	143	200	113	95	115	197	138	202	161	299
YLR131C	XII	404510	406822	-	2313	128	105	105	154	94	266	71	90	68	114	80	163
YLR132C	XII	407283	408155	-	873	45	46	39	80	41	83	28	27	25	53	27	61
YLR133W	XII	408445	410193	+	1749	186	113	142	170	89	317	75	93	87	131	71	158
YLR134W	XII	410723	412414	+	1692	98	66	88	92	63	31	44	44	47	63	73	112
YLR135W	XII	413281	415527	+	2247	59	44	70	65	45	85	12	38	33	32	27	43
YLR136C	XII	415801	416658	-	858	34	37	32	33	23	44	25	97	68	87	86	151
YLR137W	XII	417006	418109	+	1104	114	97	95	121	87	92	25	55	31	69	55	94
YLR138W	XII	418437	421394	+	2958	425	452	530	580	313	715	244	308	197	345	258	605
YLR139C	XII	421542	423473	-	1932	81	46	49	87	33	424	29	56	37	48	46	99
YLR141W	XII	423683	424774	+	1092	88	91	64	94	68	81	22	39	29	48	37	75
YLR142W	XII	425186	426616	+	1431	45	54	37	46	27	31	21	26	19	30	16	36
YLR143W	XII	427329	429386	+	2058	89	52	56	86	45	56	35	61	44	62	61	118
YLR144C	XII	429677	432016	-	2340	109	88	92	114	71	69	41	69	46	76	55	98
YLR145W	XII	432168	432773	+	606	54	48	34	44	37	71	8	26	30	48	26	49
YLR146C	XII	432823	433725	-	903	99	63	56	103	42	36	38	65	59	84	83	112
YLR147C	XII	434158	434463	-	306	67	55	46	77	38	218	28	43	31	55	37	70
YLR148W	XII	434641	437397	+	2757	77	67	84	88	57	33	23	53	50	74	50	105
YLR150W	XII	440467	441288	+	822	2968	2680	2966	3266	1961	813	2118	2680	1890	3147	2841	5271
YLR151C	XII	441715	442737	-	1023	130	100	107	158	62	143	24	35	26	62	33	44
YLR153C	XII	445524	447575	-	2052	1034	944	774	992	604	233	457	556	438	630	540	1031
YLR154C	XII	447982	448314	-	333	71	70	57	71	67	147	22	32	27	34	45	56
YLR154W-A	XII	452438	452623	+	186	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-C	XII	454696	455070	+	375	0	0	0	0	0	0	0	0	0	0	0	0
YLR155C	XII	469317	470405	-	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR157C	XII	472969	474057	-	1089	1	0	0	0	1	0	0	0	0	0	0	0
YLR157W-D	XII	475764	475976	+	213	0	0	1	0	0	0	0	0	0	0	0	0
YLR157W-E	XII	481873	482037	+	165	0	0	0	0	0	0	0	0	0	0	0	0
YLR158C	XII	482549	483637	-	1089	1	1	1	0	0	0	0	0	1	0	0	0
YLR160C	XII	486201	487289	-	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR162W-A	XII	490406	490594	+	189	2	0	0	0	0	0	1	0	0	0	0	0
YLR163C	XII	491866	493254	-	1389	121	135	111	133	91	147	59	86	76	112	77	175
YLR164W	XII	493883	494389	+	507	49	37	34	43	32	36	23	19	20	36	20	25
YLR165C	XII	494494	495258	-	765	47	30	23	45	23	45	15	33	24	37	28	50
YLR166C	XII	495429	498044	-	2616	111	73	82	103	70	107	36	78	68	67	68	139
YLR167W	XII	498947	499405	+	459	7049	6445	6807	7969	5436	1988	4584	6383	4804	8264	7056	10908
YLR168C	XII	499578	500270	-	693	48	34	38	65	30	142	21	30	35	56	40	57
YLR170C	XII	500579	501049	-	471	120	93	104	152	85	84	56	54	50	83	74	112
YLR172C	XII	501260	502162	-	903	219	187	173	209	145	279	116	217	127	237	220	341
YLR174W	XII	504591	505829	+	1239	31	27	38	38	18	45	11	16	18	29	23	32
YLR175W	XII	506134	507585	+	1452	545	494	553	656	395	311	435	727	447	672	919	1537
YLR176C	XII	507797	510232	-	2436	80	69	55	90	44	186	37	43	63	66	54	101
YLR178C	XII	513162	513821	-	660	309	240	198	297	230	190	175	127	160	354	110	195
YLR180W	XII	515262	516410	+	1149	564	504	555	596	406	207	691	738	484	882	872	1332
YLR181C	XII	516678	517670	-	993	135	146	174	211	121	270	58	82	60	93	84	145
YLR182W	XII	517940	520351	+	2412	180	113	122	175	97	229	50	124	81	80	90	248
YLR183C	XII	520543	522012	-	1470	72	49	41	71	33	40	23	34	32	53	35	67
YLR185W	XII;XII	522663;523029	522669;523288	+;+	267	947	857	739	981	880	104	464	925	770	1121	1073	1199
YLR186W	XII	523632	524390	+	759	123	94	81	100	64	51	48	123	91	109	163	279
YLR187W	XII	524865	527945	+	3081	63	60	52	66	55	290	33	37	22	56	37	94
YLR188W	XII	528300	530387	+	2088	195	188	156	166	125	269	71	107	90	145	126	209
YLR189C	XII	530797	534393	-	3597	237	178	207	261	130	137	83	108	96	133	83	233
YLR190W	XII	535214	536689	+	1476	112	84	69	108	55	57	47	116	80	106	105	181
YLR191W	XII	537272	538432	+	1161	98	53	76	108	52	86	30	61	34	51	59	77
YLR192C	XII	538792	539589	-	798	756	643	716	954	532	614	275	456	370	518	444	861
YLR193C	XII	540009	540536	-	528	99	77	56	90	40	140	22	50	35	38	50	84
YLR194C	XII	540809	541573	-	765	551	479	363	486	431	752	611	430	383	1344	398	795
YLR195C	XII	541937	543304	-	1368	136	100	117	162	86	238	60	135	67	117	113	234
YLR196W	XII	543968	545698	+	1731	177	190	188	247	150	366	128	270	145	273	347	646
YLR197W	XII	546097	547611	+	1515	432	332	340	526	222	171	261	491	333	454	564	1043
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	80	60	44	79	43	62	29	49	36	51	52	94
YLR200W	XII	549012	549356	+	345	109	68	64	111	62	283	28	68	66	85	75	142
YLR201C	XII	549511	550293	-	783	137	74	88	136	69	105	40	78	54	79	69	112
YLR203C	XII	550650	551960	-	1311	233	175	127	226	152	273	138	198	152	212	183	256
YLR204W	XII	552270	552605	+	336	171	149	107	184	125	315	90	82	94	121	110	175
YLR205C	XII	552724	553677	-	954	62	32	37	55	27	55	19	39	41	47	46	61
YLR206W	XII	554578	556419	+	1842	381	356	309	432	244	1732	213	222	210	295	212	472
YLR207W	XII	556788	559289	+	2502	219	204	202	242	126	317	102	118	100	152	119	218
YLR208W	XII	559551	560444	+	894	460	354	378	447	290	280	208	282	246	352	298	529
YLR209C	XII	560797	561732	-	936	145	119	106	172	91	60	65	78	63	118	78	139
YLR210W	XII	562008	563390	+	1383	51	41	46	34	20	58	9	19	14	24	17	51
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	45	18	30	30	17	38	15	12	23	27	9	22
YLR212C	XII	564860	566281	-	1422	99	79	95	97	83	112	39	59	55	66	58	88
YLR213C	XII	566654	567922	-	1269	86	73	59	98	52	74	9	32	17	39	31	60
YLR214W	XII	568567	570627	+	2061	188	144	173	198	106	203	136	351	253	346	355	670
YLR215C	XII	570776	571858	-	1083	40	28	32	33	28	83	17	41	24	31	42	75
YLR216C	XII	572096	573211	-	1116	393	357	386	408	258	135	230	294	250	395	259	456
YLR218C	XII	573466	573918	-	453	143	139	150	179	110	141	99	92	67	107	70	146
YLR219W	XII	574151	576337	+	2187	373	264	267	332	174	662	159	159	124	192	195	382
YLR220W	XII	576825	577793	+	969	330	238	230	363	200	158	122	146	157	202	154	311
YLR221C	XII	578362	579024	-	663	119	73	69	126	55	227	57	136	85	125	119	268
YLR222C	XII	579318	581771	-	2454	58	55	46	57	35	52	41	122	53	73	132	220
YLR223C	XII	582233	585490	-	3258	74	40	63	86	40	74	27	93	27	51	88	167
YLR224W	XII	586464	587573	+	1110	327	188	210	330	188	340	107	163	112	197	135	251
YLR226W	XII	589354	590541	+	1188	28	19	25	38	25	17	10	23	15	21	18	56
YLR227C	XII	590562	592043	-	1482	51	46	38	42	41	21	20	53	31	39	35	84
YLR228C	XII	600019	602463	-	2445	248	219	187	252	141	380	119	151	102	160	155	288
YLR229C	XII	604212	604787	-	576	453	404	373	464	330	548	218	286	230	372	293	533
YLR231C	XII	605758	607119	-	1362	128	138	116	153	85	95	61	53	53	88	57	101
YLR233C	XII	607425	609524	-	2100	40	23	35	49	22	42	13	28	20	19	8	26
YLR234W	XII	609783	611753	+	1971	21	31	25	26	15	45	11	14	15	31	10	27
YLR237W	XII	612367	614163	+	1797	80	84	66	109	58	118	42	51	37	69	55	134
YLR238W	XII	614755	616191	+	1437	86	71	77	121	63	157	25	55	40	54	45	101
YLR239C	XII	616332	617318	-	987	77	65	64	100	45	98	39	57	36	84	37	111
YLR240W	XII	617533	620160	+	2628	105	102	94	121	71	92	45	49	53	75	58	98
YLR241W	XII	620473	622821	+	2349	276	210	205	326	162	260	116	139	124	198	122	248
YLR242C	XII	622918	623883	-	966	33	24	20	37	20	5	14	42	14	29	20	39
YLR243W	XII	624203	625021	+	819	68	31	31	76	30	65	29	59	28	51	65	108
YLR244C	XII	625168	626331	-	1164	333	258	277	303	227	230	230	424	295	441	447	692
YLR245C	XII	626502	626930	-	429	35	26	23	24	21	15	14	25	18	23	18	24
YLR246W	XII	627118	628197	+	1080	55	77	46	74	52	141	25	44	33	57	37	62
YLR247C	XII	628684	633354	-	4671	133	137	162	186	107	189	69	105	82	113	95	207
YLR248W	XII	634252	636084	+	1833	535	404	491	618	284	324	197	264	258	398	251	509
YLR249W	XII	636780	639914	+	3135	4594	4022	4538	4936	2895	1255	3316	5608	3713	6102	5804	10893
YLR250W	XII	640317	641021	+	705	364	274	262	382	223	405	107	135	128	203	139	240
YLR251W	XII	641464	642057	+	594	71	47	33	89	50	35	25	53	36	54	36	68
YLR253W	XII	642627	644336	+	1710	164	134	132	183	102	149	80	102	88	136	104	205
YLR254C	XII	644404	644973	-	570	102	54	78	101	63	132	26	46	52	57	46	101
YLR256W	XII	646415	650923	+	4509	383	364	366	422	259	301	271	369	288	434	334	682
